SurveyYear,OutputFileName,Section,FinalDocName,FinalVariableDescription,ResponseCode,ResponseText,Question,Type,RecodeFlag,VariableName,Instrument Out Variable Name,FinalItemText,FinalDocUniverse,FinalDocUniverseDescription,DocSources,DocRecodes,DocKeywords,DocNotes,Qbank
2017,Sample Adult,AHS,,Genitourinary system problem condition status recode,1,Chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Genitourinary system problem condition status recode,2,Not chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Genitourinary system problem condition status recode,9,Unknown if chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALTIME26,Duration of skin/subcutaneous system problems: Number of units,,,AHS.325_01.000 RECODE,,,AHCL26N,AHCL26N,How long have you had skin/subcutaneous system problems?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC26_ = '1'",Sample adults aged 18+ years with difficulty due to skin/subcutaneous system problems,None,ALDURA26; ALDURB26; ALCHRC26,functional limitation; skin; subcutaneous system,"Years are topcoded at 85.  This recode, which was derived from several source variables, was created from the time variable associated with the verbatim fields that were coded to AFLHC26_.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Number of units,01-94,1-94,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Number of units,95,95+,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Number of units,96,Since birth,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Number of units,97,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Number of units,98,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Number of units,99,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALUNIT26,Duration of skin/subcutaneous system problems: Time unit,,,AHS.325_02.000 RECODE,,,AHCL26T,AHCL26T,How long have you had skin/subcutaneous system problems?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC26_ = '1'",Sample adults aged 18+ years with difficulty due to skin/subcutaneous system problems,None,ALDURA26; ALDURB26; ALCHRC26,functional limitation; skin; subcutaneous system,"This recode, which was derived from several source variables, was created from the unit variable associated with the verbatim fields that were coded to AFLHC26_.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Time unit,1,Day(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Time unit,2,Week(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Time unit,3,Month(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Time unit,4,Year(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Time unit,6,Since birth,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Time unit,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Time unit,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of skin/subcutaneous system problems: Time unit,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALDURA26,"Duration (in years) of skin/subcutaneous system problems, recode 1",,,AHS.325_02.000,R01,RECODE,,,How long have you had skin/subcutaneous system problems?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC26_ = '1'",Sample adults aged 18+ years with difficulty due to skin/subcutaneous system problems,ALTIME26; ALUNIT26,ALDURB26; ALCHRC26,functional limitation; skin; subcutaneous system,"Since birth (see previous variable) was converted to person's age.  Persons with known time unit equal to ""years"" but unknown number of years were coded as ""96"" on ALDURA26.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,"Duration (in years) of skin/subcutaneous system problems, recode 1",00,Less than 1 year,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of skin/subcutaneous system problems, recode 1",01-84,01-84 years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of skin/subcutaneous system problems, recode 1",85,85+ years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of skin/subcutaneous system problems, recode 1",96,Unknown number of years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of skin/subcutaneous system problems, recode 1",97,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of skin/subcutaneous system problems, recode 1",98,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of skin/subcutaneous system problems, recode 1",99,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALDURB26,"Duration of skin/subcutaneous system problems, recode 2",,,AHS.325_02.000,R02,RECODE,,,How long have you had skin/subcutaneous system problems?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC26_ = '1'",Sample adults aged 18+ years with difficulty due to skin/subcutaneous system problems,ALTIME26; ALUNIT26,ALCHRC26,functional limitation; skin; subcutaneous system,See the Survey Description Document for more information.,
2017,Sample Adult,AHS,,"Duration of skin/subcutaneous system problems, recode 2",1,Less than 3 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of skin/subcutaneous system problems, recode 2",2,3-5 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of skin/subcutaneous system problems, recode 2",3,6-12 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of skin/subcutaneous system problems, recode 2",4,More than 1 year,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of skin/subcutaneous system problems, recode 2",7,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of skin/subcutaneous system problems, recode 2",8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of skin/subcutaneous system problems, recode 2",9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALCHRC26,Skin/subcutaneous system problems condition status recode,,,AHS.325_02.000,R03,RECODE,,,How long have you had skin/subcutaneous system problems?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC26_ = '1'",Sample adults aged 18+ years with difficulty due to skin/subcutaneous system problems,AFLHC26_; ALDURB26,ALCNDRT; ALCHRONR,functional limitation; skin; subcutaneous system,"Condition was coded as chronic (ALCHRC26 = '1'), based on type of condition and/or reported duration of condition.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Skin/subcutaneous system problems condition status recode,1,Chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Skin/subcutaneous system problems condition status recode,2,Not chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Skin/subcutaneous system problems condition status recode,9,Unknown if chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALTIME27,Duration of blood or blood-forming organ problem: Number of units,,,AHS.326_01.000 RECODE,,,AHCL27N,AHCL27N,How long have you had a blood or blood-forming organ problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC27_ = '1'",Sample adults aged 18+ years with difficulty due to a blood or blood-forming organ problem,None,ALDURA27; ALDURB27; ALCHRC27,functional limitation; blood; blood-forming organs,"Years are topcoded at 85.  This recode, which was derived from several source variables, was created from the time variable associated with the verbatim fields that were coded to AFLHC27_.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Number of units,01-94,1-94,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Number of units,95,95+,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Number of units,96,Since birth,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Number of units,97,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Number of units,98,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Number of units,99,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALUNIT27,Duration of blood or blood-forming organ problem: Time unit,,,AHS.326_02.000 RECODE,,,AHCL27T,AHCL27T,How long have you had a blood or blood-forming organ problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC27_ = '1'",Sample adults aged 18+ years with difficulty due to a blood or blood-forming organ problem,None,ALDURA27; ALDURB27; ALCHRC27,functional limitation; blood; blood-forming organs,"This recode, which was derived from several source variables, was created from the unit variable associated with the verbatim fields that were coded to AFLHC27_.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Time unit,1,Day(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Time unit,2,Week(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Time unit,3,Month(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Time unit,4,Year(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Time unit,6,Since birth,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Time unit,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Time unit,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of blood or blood-forming organ problem: Time unit,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALDURA27,"Duration (in years) of blood or blood-forming organ problem, recode 1",,,AHS.326_02.000,R01,RECODE,,,How long have you had a blood or blood-forming organ problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC27_ = '1'",Sample adults aged 18+ years with difficulty due to a blood or blood-forming organ problem,ALTIME27; ALUNIT27,ALDURB27; ALCHRC27,functional limitation; blood; blood-forming organs,"Since birth (see previous variable) was converted to person's age.  Persons with known time unit equal to ""years"" but unknown number of years were coded as ""96"" on ALDURA27.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,"Duration (in years) of blood or blood-forming organ problem, recode 1",00,Less than 1 year,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of blood or blood-forming organ problem, recode 1",01-84,01-84 years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of blood or blood-forming organ problem, recode 1",85,85+ years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of blood or blood-forming organ problem, recode 1",96,Unknown number of years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of blood or blood-forming organ problem, recode 1",97,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of blood or blood-forming organ problem, recode 1",98,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of blood or blood-forming organ problem, recode 1",99,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALDURB27,"Duration of blood or blood-forming organ problem, recode 2",,,AHS.326_02.000,R02,RECODE,,,How long have you had a blood or blood-forming organ problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC27_ = '1'",Sample adults aged 18+ years with difficulty due to a blood or blood-forming organ problem,ALTIME27; ALUNIT27,ALCHRC27,functional limitation; blood; blood-forming organs,See the Survey Description Document for more information.,
2017,Sample Adult,AHS,,"Duration of blood or blood-forming organ problem, recode 2",1,Less than 3 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of blood or blood-forming organ problem, recode 2",2,3-5 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of blood or blood-forming organ problem, recode 2",3,6-12 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of blood or blood-forming organ problem, recode 2",4,More than 1 year,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of blood or blood-forming organ problem, recode 2",7,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of blood or blood-forming organ problem, recode 2",8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of blood or blood-forming organ problem, recode 2",9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALCHRC27,Blood or blood-forming organ problem condition status recode,,,AHS.326_02.000,R03,RECODE,,,How long have you had a blood or blood-forming organ problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC27_ = '1'",Sample adults aged 18+ years with difficulty due to a blood or blood-forming organ problem,AFLHC27_; ALDURB27,ALCNDRT; ALCHRONR,functional limitation; blood; blood-forming organs,"Condition was coded as chronic (ALCHRC27 = '1'), based on type of condition and/or reported duration of condition.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Blood or blood-forming organ problem condition status recode,1,Chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Blood or blood-forming organ problem condition status recode,2,Not chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Blood or blood-forming organ problem condition status recode,9,Unknown if chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALTIME28,Duration of benign tumor/cyst: Number of units,,,AHS.327_01.000 RECODE,,,AHCL28N,AHCL28N,How long have you had a benign tumor/cyst?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC28_ = '1'",Sample adults aged 18+ years with difficulty due to a benign tumor/cyst,None,ALDURA28; ALDURB28; ALCHRC28,functional limitation; tumor; cyst; benign,"Years are topcoded at 85.  This recode, which was derived from several source variables, was created from the time variable associated with the verbatim fields that were coded to AFLHC28_.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Number of units,01-94,1-94,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Number of units,95,95+,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Number of units,96,Since birth,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Number of units,97,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Number of units,98,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Number of units,99,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALUNIT28,Duration of benign tumor/cyst: Time unit,,,AHS.327_02.000 RECODE,,,AHCL28T,AHCL28T,How long have you had a benign tumor/cyst?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC28_ = '1'",Sample adults aged 18+ years with difficulty due to a benign tumor/cyst,None,ALDURA28; ALDURB28; ALCHRC28,functional limitation; tumor; cyst; benign,"This recode, which was derived from several source variables, was created from the unit variable associated with the verbatim fields that were coded to AFLHC28_.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Time unit,1,Day(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Time unit,2,Week(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Time unit,3,Month(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Time unit,4,Year(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Time unit,6,Since birth,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Time unit,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Time unit,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of benign tumor/cyst: Time unit,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALDURA28,"Duration (in years) of benign tumor/cyst, recode 1",,,AHS.327_02.000,R01,RECODE,,,How long have you had a benign tumor/cyst?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC28_ = '1'",Sample adults aged 18+ years with difficulty due to a benign tumor/cyst,ALTIME28; ALUNIT28,ALDURB28; ALCHRC28,functional limitation; tumor; cyst; benign,"Since birth (see previous variable) was converted to person's age.  Persons with known time unit equal to ""years"" but unknown number of years were coded as ""96"" on ALDURA28.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,"Duration (in years) of benign tumor/cyst, recode 1",00,Less than 1 year,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of benign tumor/cyst, recode 1",01-84,01-84 years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of benign tumor/cyst, recode 1",85,85+ years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of benign tumor/cyst, recode 1",96,Unknown number of years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of benign tumor/cyst, recode 1",97,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of benign tumor/cyst, recode 1",98,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of benign tumor/cyst, recode 1",99,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALDURB28,"Duration of benign tumor/cyst, recode 2",,,AHS.327_02.000,R02,RECODE,,,How long have you had a benign tumor/cyst?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC28_ = '1'",Sample adults aged 18+ years with difficulty due to a benign tumor/cyst,ALTIME28; ALUNIT28,ALCHRC28,functional limitation; tumor; cyst; benign,See the Survey Description Document for more information.,
2017,Sample Adult,AHS,,"Duration of benign tumor/cyst, recode 2",1,Less than 3 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of benign tumor/cyst, recode 2",2,3-5 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of benign tumor/cyst, recode 2",3,6-12 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of benign tumor/cyst, recode 2",4,More than 1 year,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of benign tumor/cyst, recode 2",7,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of benign tumor/cyst, recode 2",8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of benign tumor/cyst, recode 2",9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALCHRC28,Benign tumor/cyst condition status recode,,,AHS.327_02.000,R03,RECODE,,,How long have you had a benign tumor/cyst?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC28_ = '1'",Sample adults aged 18+ years with difficulty due to a benign tumor/cyst,AFLHC28_; ALDURB28,ALCNDRT; ALCHRONR,functional limitation; tumor; cyst; benign,"Condition was coded as chronic (ALCHRC28 = '1'), based on type of condition and/or reported duration of condition.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Benign tumor/cyst condition status recode,1,Chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Benign tumor/cyst condition status recode,2,Not chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Benign tumor/cyst condition status recode,9,Unknown if chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALTIME29,Duration of alcohol /drug/substance abuse problem: Number of units,,,AHS.328_01.000 RECODE,,,AHCL29N,AHCL29N,How long have you had an alcohol/drug/substance abuse problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC29_ = '1'",Sample adults aged 18+ years with difficulty due to an alcohol/drug/substance abuse problem,None,ALDURA29; ALDURB29; ALCHRC29,functional limitation; alcohol; substance abuse; drugs,"Years are topcoded at 85.  This recode, which was derived from several source variables, was created from the time variable associated with the verbatim fields that were coded to AFLHC29_.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Duration of alcohol /drug/substance abuse problem: Number of units,01-94,1-94,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol /drug/substance abuse problem: Number of units,95,95+,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol /drug/substance abuse problem: Number of units,96,Since birth,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol /drug/substance abuse problem: Number of units,97,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol /drug/substance abuse problem: Number of units,98,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol /drug/substance abuse problem: Number of units,99,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALUNIT29,Duration of alcohol/drug/substance abuse problem: Time unit,,,AHS.328_02.000 RECODE,,,AHCL29T,AHCL29T,How long have you had an alcohol/drug/substance abuse problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC29_ = '1'",Sample adults aged 18+ years with difficulty due to an alcohol/drug/substance abuse problem,None,ALDURA29; ALDURB29; ALCHRC29,functional limitation; alcohol; substance abuse; drugs,"This recode, which was derived from several source variables, was created from the unit variable associated with the verbatim fields that were coded to AFLHC29_.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Duration of alcohol/drug/substance abuse problem: Time unit,1,Day(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol/drug/substance abuse problem: Time unit,2,Week(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol/drug/substance abuse problem: Time unit,3,Month(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol/drug/substance abuse problem: Time unit,4,Year(s),,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol/drug/substance abuse problem: Time unit,6,Since birth,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol/drug/substance abuse problem: Time unit,7,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol/drug/substance abuse problem: Time unit,8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of alcohol/drug/substance abuse problem: Time unit,9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALDURA29,"Duration (in years) of alcohol/drug/substance abuse problem, recode 1",,,AHS.328_02.000,R01,RECODE,,,How long have you had an alcohol/drug/substance abuse problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC29_ = '1'",Sample adults aged 18+ years with difficulty due to an alcohol/drug/substance abuse problem,ALTIME29; ALUNIT29,ALDURB29; ALCHRC29,functional limitation; alcohol; substance abuse; drugs,"Since birth (see previous variable) was converted to person's age.  Persons with known time unit equal to ""years"" but unknown number of years were coded as ""96"" on ALDURA29.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,"Duration (in years) of alcohol/drug/substance abuse problem, recode 1",00,Less than 1 year,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of alcohol/drug/substance abuse problem, recode 1",01-84,01-84 years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of alcohol/drug/substance abuse problem, recode 1",85,85+ years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of alcohol/drug/substance abuse problem, recode 1",96,Unknown number of years,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of alcohol/drug/substance abuse problem, recode 1",97,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of alcohol/drug/substance abuse problem, recode 1",98,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration (in years) of alcohol/drug/substance abuse problem, recode 1",99,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALDURB29,"Duration of alcohol/drug/substance abuse problem, recode 2",,,AHS.328_02.000,R02,RECODE,,,How long have you had an alcohol/drug/substance abuse problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC29_ = '1'",Sample adults aged 18+ years with difficulty due to an alcohol/drug/substance abuse problem,ALTIME29; ALUNIT29,ALCHRC29,functional limitation; alcohol; substance abuse; drugs,See the Survey Description Document for more information.,
2017,Sample Adult,AHS,,"Duration of alcohol/drug/substance abuse problem, recode 2",1,Less than 3 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of alcohol/drug/substance abuse problem, recode 2",2,3-5 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of alcohol/drug/substance abuse problem, recode 2",3,6-12 months,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of alcohol/drug/substance abuse problem, recode 2",4,More than 1 year,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of alcohol/drug/substance abuse problem, recode 2",7,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of alcohol/drug/substance abuse problem, recode 2",8,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,"Duration of alcohol/drug/substance abuse problem, recode 2",9,Don't know,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALCHRC29,Alcohol /drug/substance abuse problem condition status recode,,,AHS.328_02.000,R03,RECODE,,,How long have you had an alcohol/drug/substance abuse problem?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC29_ = '1'",Sample adults aged 18+ years with difficulty due to an alcohol/drug/substance abuse problem,AFLHC29_; ALDURB29,ALCNDRT; ALCHRONR,functional limitation; alcohol; substance abuse; drugs,"Condition was coded as chronic (ALCHRC29 = '1'), based on type of condition and/or reported duration of condition.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Alcohol /drug/substance abuse problem condition status recode,1,Chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Alcohol /drug/substance abuse problem condition status recode,2,Not chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Alcohol /drug/substance abuse problem condition status recode,9,Unknown if chronic,,,,,,,,,,,,,
2017,Sample Adult,AHS,ALTIME30,Duration of other mental problem/ADD/Bipolar/Schizophrenia: Number of units,,,AHS.329_01.000 RECODE,,,AHCL30N,AHCL30N,How long have you had an other mental problem/ADD/Bipolar/Schizophrenia?,"ASTATFLG = '1' and (AGE GE '018' and AGE not IN ('997','999')) and AFLHC30_ = '1'",Sample adults aged 18+ years with difficulty due to other mental problem/ADD/Bipolar/Schizophrenia,None,ALDURA30; ALDURB30; ALCHRC30,functional limitation; mental illness; ADD; bipolar; schizophrenia,"Years are topcoded at 85.  This recode, which was derived from several source variables, was created from the time variable associated with the verbatim fields that were coded to AFLHC30_.  See the Survey Description Document for more information.",
2017,Sample Adult,AHS,,Duration of other mental problem/ADD/Bipolar/Schizophrenia: Number of units,01-94,1-94,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of other mental problem/ADD/Bipolar/Schizophrenia: Number of units,95,95+,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of other mental problem/ADD/Bipolar/Schizophrenia: Number of units,96,Since birth,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of other mental problem/ADD/Bipolar/Schizophrenia: Number of units,97,Refused,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of other mental problem/ADD/Bipolar/Schizophrenia: Number of units,98,Not ascertained,,,,,,,,,,,,,
2017,Sample Adult,AHS,,Duration of other mental problem/ADD/Bipolar/Schizophrenia: Number of units,99,Don't know,,,,,,,,,,,,,
